stock_id,stock_name,asset_type,source_industry
1235,興泰,COMMON_STOCK,食品
1304,台聚,COMMON_STOCK,石化及塑橡膠
00926,凱基全球菁英55,ETF,ETF
00929,復華台灣科技優息,ETF,ETF
00930,永豐ESG低碳高息,ETF,ETF
00932,兆豐永續高息等權,ETF,ETF
00934,中信成長高股息,ETF,ETF
00935,野村臺灣新科技50,ETF,ETF
00936,台新永續高息中小,ETF,ETF
00938,凱基優選30,ETF,ETF
00939,統一台灣高息動能,ETF,ETF
00940,元大台灣價值高息,ETF,ETF
00941,中信上游半導體,ETF,ETF
00943,兆豐電子高息等權,ETF,ETF
2642,宅配通,COMMON_STOCK,交通運輸及航運
2645,長榮航太,COMMON_STOCK,交通運輸及航運
2646,星宇航空,COMMON_STOCK,交通運輸及航運
2801,彰銀,COMMON_STOCK,金融
2816,旺旺保,COMMON_STOCK,金融
2820,華票,COMMON_STOCK,金融
2832,台產,COMMON_STOCK,金融
2836,高雄銀,COMMON_STOCK,金融
3346,麗清,COMMON_STOCK,LED照明產業
3356,奇偶,COMMON_STOCK,電腦及週邊設備
3376,新日興,COMMON_STOCK,電腦及週邊設備
3406,玉晶光,COMMON_STOCK,LED照明產業
3416,融程電,COMMON_STOCK,觸控面板
3432,台端,COMMON_STOCK,連接器
3443,創意,COMMON_STOCK,半導體
3447,展達,COMMON_STOCK,通信網路
3494,誠研,COMMON_STOCK,電腦及週邊設備
3501,維熹,COMMON_STOCK,連接器
3518,柏騰,COMMON_STOCK,電腦及週邊設備
3528,安馳,COMMON_STOCK,半導體
3530,晶相光,COMMON_STOCK,半導體
3532,台勝科,COMMON_STOCK,半導體
3533,嘉澤,COMMON_STOCK,連接器
4108,懷特,COMMON_STOCK,食品生技
2812,台中銀,COMMON_STOCK,金融
2834,臺企銀,COMMON_STOCK,金融
2838,聯邦銀,COMMON_STOCK,金融
2457,飛宏,COMMON_STOCK,電腦及週邊設備
2458,義隆,COMMON_STOCK,半導體
2460,建通,COMMON_STOCK,連接器
2461,光群雷,COMMON_STOCK,其他
2462,良得電,COMMON_STOCK,連接器
2464,盟立,COMMON_STOCK,電機機械
2465,麗臺,COMMON_STOCK,電腦及週邊設備
2466,冠西電,COMMON_STOCK,其他
2467,志聖,COMMON_STOCK,印刷電路板
2468,華經,COMMON_STOCK,軟體服務
2471,資通,COMMON_STOCK,大數據
2472,立隆電,COMMON_STOCK,被動元件
2474,可成,COMMON_STOCK,電腦及週邊設備
2476,鉅祥,COMMON_STOCK,連接器
2477,美隆電,COMMON_STOCK,其他
2478,大毅,COMMON_STOCK,被動元件
2496,卓越,COMMON_STOCK,其他
2497,怡利電,COMMON_STOCK,其他
2501,國建,COMMON_STOCK,建材營造
2504,國產,COMMON_STOCK,水泥
2505,國揚,COMMON_STOCK,建材營造
2506,太設,COMMON_STOCK,建材營造
2509,全坤建,COMMON_STOCK,建材營造
2516,新建,COMMON_STOCK,建材營造
2520,冠德,COMMON_STOCK,建材營造
2524,京城,COMMON_STOCK,建材營造
2528,皇普,COMMON_STOCK,建材營造
2530,華建,COMMON_STOCK,建材營造
2534,宏盛,COMMON_STOCK,建材營造
2536,宏普,COMMON_STOCK,建材營造
2537,聯上發,COMMON_STOCK,建材營造
2538,基泰,COMMON_STOCK,建材營造
2539,櫻花建,COMMON_STOCK,建材營造
2540,愛山林,COMMON_STOCK,其他
2618,長榮航,COMMON_STOCK,交通運輸及航運
2630,亞航,COMMON_STOCK,交通運輸及航運
2912,統一超,COMMON_STOCK,貿易百貨
3002,歐格,COMMON_STOCK,通信網路
3003,健和興,COMMON_STOCK,連接器
3005,神基,COMMON_STOCK,電腦及週邊設備
3006,晶豪科,COMMON_STOCK,半導體
3008,大立光,COMMON_STOCK,電腦及週邊設備
3013,晟銘電,COMMON_STOCK,電腦及週邊設備
3014,聯陽,COMMON_STOCK,半導體
3016,嘉晶,COMMON_STOCK,半導體
3033,威健,COMMON_STOCK,半導體
6422,君耀-KY,COMMON_STOCK,電子零組件業
6573,虹揚-KY,COMMON_STOCK,電子工業
6456,GIS-KY,COMMON_STOCK,光電業
6451,訊芯-KY,COMMON_STOCK,半導體業
6431,光麗-KY,COMMON_STOCK,電子工業
6525,捷敏-KY,COMMON_STOCK,電子工業
6452,康友-KY,COMMON_STOCK,生技醫療業
4169,泰宗,COMMON_STOCK,醫療器材
3038,全台,COMMON_STOCK,平面顯示器
3040,遠見,COMMON_STOCK,其他
3041,揚智,COMMON_STOCK,半導體
3042,晶技,COMMON_STOCK,被動元件
3043,科風,COMMON_STOCK,太陽能產業
3044,健鼎,COMMON_STOCK,印刷電路板
3045,台灣大,COMMON_STOCK,通信網路
3046,建碁,COMMON_STOCK,電腦及週邊設備
3047,訊舟,COMMON_STOCK,通信網路
3048,益登,COMMON_STOCK,半導體
6409,旭隼,COMMON_STOCK,太陽能產業
6412,群電,COMMON_STOCK,人工智慧
6414,樺漢,COMMON_STOCK,電腦及週邊設備
6415,矽力*-KY,COMMON_STOCK,半導體
6416,瑞祺電通,COMMON_STOCK,通信網路
6423,億而得-創,COMMON_STOCK,半導體
6426,統新,COMMON_STOCK,通信網路
6438,迅得,COMMON_STOCK,印刷電路板
6442,光聖,COMMON_STOCK,通信網路
6443,元晶,COMMON_STOCK,太陽能產業
6446,藥華藥,COMMON_STOCK,製藥
6449,鈺邦,COMMON_STOCK,被動元件
6464,台數科,COMMON_STOCK,其他
6472,保瑞,COMMON_STOCK,製藥
6477,安集,COMMON_STOCK,太陽能產業
6491,晶碩,COMMON_STOCK,醫療器材
6504,南六,COMMON_STOCK,醫療器材
6505,台塑化,COMMON_STOCK,石化及塑橡膠
6515,穎崴,COMMON_STOCK,半導體
6526,達發,COMMON_STOCK,半導體
6531,愛普*,COMMON_STOCK,半導體
6533,晶心科,COMMON_STOCK,半導體
6534,正瀚-創,COMMON_STOCK,石化及塑橡膠
6541,泰福-KY,COMMON_STOCK,製藥
6550,北極星藥業-KY,COMMON_STOCK,再生醫療
6552,易華電,COMMON_STOCK,半導體
6558,興能高,COMMON_STOCK,能源元件
6579,研揚,COMMON_STOCK,電腦及週邊設備
6581,鋼聯,COMMON_STOCK,其他
6582,申豐,COMMON_STOCK,石化及塑橡膠
6589,台康生技,COMMON_STOCK,製藥
6591,動力-KY,COMMON_STOCK,電腦及週邊設備
6592,和潤企業,COMMON_STOCK,其他
6598,ABC-KY,COMMON_STOCK,醫療器材
6605,帝寶,COMMON_STOCK,汽車
6606,建德工業,COMMON_STOCK,電機機械
6614,資拓宏宇,COMMON_STOCK,大數據
6625,必應,COMMON_STOCK,文化創意業
6641,基士德-KY,COMMON_STOCK,其他
6645,金萬林-創,COMMON_STOCK,醫療器材
6655,科定,COMMON_STOCK,其他
6657,華安,COMMON_STOCK,製藥
6658,聯策,COMMON_STOCK,人工智慧
6668,中揚光,COMMON_STOCK,電腦及週邊設備
6669,緯穎,COMMON_STOCK,人工智慧
6670,復盛應用,COMMON_STOCK,休閒娛樂
6671,三能-KY,COMMON_STOCK,其他
6672,騰輝電子-KY,COMMON_STOCK,印刷電路板
6674,鋐寶科技,COMMON_STOCK,通信網路
6689,伊雲谷,COMMON_STOCK,大數據
6691,洋基工程,COMMON_STOCK,其他
6695,芯鼎,COMMON_STOCK,人工智慧
6698,旭暉應材,COMMON_STOCK,其他
6702,興航,COMMON_STOCK,航運業
6706,惠特,COMMON_STOCK,印刷電路板
6719,力智,COMMON_STOCK,半導體
6742,澤米,COMMON_STOCK,體驗科技
6743,安普新,COMMON_STOCK,電腦及週邊設備
6753,龍德造船,COMMON_STOCK,其他
6756,威鋒電子,COMMON_STOCK,半導體
6757,台灣虎航-創,COMMON_STOCK,交通運輸及航運
6768,志強-KY,COMMON_STOCK,其他
6770,力積電,COMMON_STOCK,半導體
6771,平和環保-創,COMMON_STOCK,其他
6776,展碁國際,COMMON_STOCK,其他
6782,視陽,COMMON_STOCK,醫療器材
6789,采鈺,COMMON_STOCK,半導體
6790,永豐實,COMMON_STOCK,造紙
6792,詠業,COMMON_STOCK,通信網路
6794,向榮生技-創,COMMON_STOCK,再生醫療
6796,晉弘,COMMON_STOCK,醫療器材
6799,來頡,COMMON_STOCK,半導體
6805,富世達,COMMON_STOCK,電腦及週邊設備
6806,森崴能源,COMMON_STOCK,風力發電
6807,峰源-KY,COMMON_STOCK,其他
6830,汎銓,COMMON_STOCK,其他
6831,邁科,COMMON_STOCK,電腦及週邊設備
6834,天二科技,COMMON_STOCK,被動元件
6835,圓裕,COMMON_STOCK,連接器
6838,台新藥,COMMON_STOCK,醫療器材
6854,錼創科技-KY創,COMMON_STOCK,創新版股票
6861,睿生光電,COMMON_STOCK,醫療器材
6869,雲豹能源-創,COMMON_STOCK,風力發電
6873,泓德能源-創,COMMON_STOCK,風力發電
6885,全福生技,COMMON_STOCK,製藥
6887,寶綠特-KY,COMMON_STOCK,綠能環保
6890,來億-KY,COMMON_STOCK,運動休閒
6901,鑽石投資,COMMON_STOCK,其他
6902,GOGOLOOK-創,COMMON_STOCK,創新版股票
6906,現觀科,COMMON_STOCK,大數據
6908,宏碁遊戲-創,COMMON_STOCK,文化創意業
6909,創控,COMMON_STOCK,半導體
6914,阜爾運通,COMMON_STOCK,其他
6916,華凌,COMMON_STOCK,平面顯示器
6918,愛派司,COMMON_STOCK,醫療器材
6919,康霈*,COMMON_STOCK,製藥
6923,中台,COMMON_STOCK,其他
6924,榮惠-KY創,COMMON_STOCK,創新版股票
6928,攸泰科技,COMMON_STOCK,電腦及週邊設備
6931,青松健康,COMMON_STOCK,醫療器材
6934,心誠鎂,COMMON_STOCK,醫療器材
6936,永鴻生技,COMMON_STOCK,其他
6951,青新-創,COMMON_STOCK,其他
6952,大武山,COMMON_STOCK,其他
6715,嘉基,COMMON_STOCK,電子工業
6666,羅麗芬-KY,COMMON_STOCK,生技醫療業
6949,沛爾生醫-創,COMMON_STOCK,再生醫療
6955,邦睿生技-創,COMMON_STOCK,醫療器材
6957,裕慶-KY,COMMON_STOCK,其他
6958,日盛台駿,COMMON_STOCK,其他
6965,中傑-KY,COMMON_STOCK,運動休閒
6969,成信實業*-創,COMMON_STOCK,創新版股票
6988,威力暘-創,COMMON_STOCK,創新版股票
6994,富威電力,COMMON_STOCK,智慧電網
7705,三商餐飲,COMMON_STOCK,食品
7711,永擎,COMMON_STOCK,電腦及週邊設備
7722,LINEPAY,COMMON_STOCK,電子商務
7730,暉盛-創,COMMON_STOCK,印刷電路板
7732,金興精密,COMMON_STOCK,電機機械
7736,虎山,COMMON_STOCK,電機機械
7740,熙特爾-創,COMMON_STOCK,智慧電網
7750,新代,COMMON_STOCK,電機機械
7765,中華資安,COMMON_STOCK,雲端運算
7769,鴻勁,COMMON_STOCK,半導體
7780,大研生醫*,COMMON_STOCK,食品生技
7786,東方風能,COMMON_STOCK,風力發電
7788,松川精密,COMMON_STOCK,電機機械
7791,皇家可口,COMMON_STOCK,食品
7795,長廣,COMMON_STOCK,印刷電路板
7799,禾榮科,COMMON_STOCK,醫療器材
7822,倍利科,COMMON_STOCK,人工智慧
8011,台通,COMMON_STOCK,通信網路
8016,矽創,COMMON_STOCK,半導體
8021,尖點,COMMON_STOCK,其他
8028,昇陽半導體,COMMON_STOCK,半導體
8033,雷虎,COMMON_STOCK,其他
8039,台虹,COMMON_STOCK,印刷電路板
8045,達運光電,COMMON_STOCK,通信網路
8046,南電,COMMON_STOCK,印刷電路板
8070,長華*,COMMON_STOCK,平面顯示器
8072,陞泰,COMMON_STOCK,其他
8081,致新,COMMON_STOCK,半導體
8101,華冠,COMMON_STOCK,通信網路
8103,瀚荃,COMMON_STOCK,電腦及週邊設備
8104,錸寶,COMMON_STOCK,平面顯示器
8105,凌巨,COMMON_STOCK,平面顯示器
8110,華東,COMMON_STOCK,半導體
8112,至上,COMMON_STOCK,半導體
8114,振樺電,COMMON_STOCK,電腦及週邊設備
8131,福懋科,COMMON_STOCK,半導體
8150,南茂,COMMON_STOCK,半導體
8162,微矽電子-創,COMMON_STOCK,半導體
8163,達方,COMMON_STOCK,電腦及週邊設備
8201,無敵,COMMON_STOCK,其他
8210,勤誠,COMMON_STOCK,電腦及週邊設備
8213,志超,COMMON_STOCK,印刷電路板
8215,明基材,COMMON_STOCK,電動車輛產業
8222,寶一,COMMON_STOCK,電機機械
8249,菱光,COMMON_STOCK,電腦及週邊設備
8261,富鼎,COMMON_STOCK,半導體
8271,宇瞻,COMMON_STOCK,電腦及週邊設備
8341,日友,COMMON_STOCK,其他
8374,羅昇,COMMON_STOCK,雲端運算
8404,百和興業-KY,COMMON_STOCK,紡織
8422,可寧衛,COMMON_STOCK,其他
8427,基勝-KY,COMMON_STOCK,其他
8429,金麗-KY,COMMON_STOCK,貿易百貨
8438,昶昕,COMMON_STOCK,印刷電路板
8442,威宏-KY,COMMON_STOCK,其他
8443,阿瘦,COMMON_STOCK,貿易百貨
8454,富邦媒,COMMON_STOCK,貿易百貨
8464,億豐,COMMON_STOCK,其他
8466,美吉吉-KY,COMMON_STOCK,其他
8467,波力-KY,COMMON_STOCK,其他
8473,山林水,COMMON_STOCK,其他
8476,台境*,COMMON_STOCK,其他
8478,東哥遊艇,COMMON_STOCK,其他
8480,泰昇-KY,COMMON_STOCK,其他
8482,商億-KY,COMMON_STOCK,其他
8488,吉源-KY,COMMON_STOCK,其他
8497,格威傳媒,COMMON_STOCK,其他
8499,鼎炫-KY,COMMON_STOCK,其他
8926,台汽電,COMMON_STOCK,風力發電
8940,新天地,COMMON_STOCK,食品
7749,意騰-KY,COMMON_STOCK,半導體業
6962,奕力-KY,COMMON_STOCK,半導體業
7823,奧義賽博-KY創,COMMON_STOCK,數位雲端
8996,高力,COMMON_STOCK,電機機械
910069,新曄,DR,存託憑證
9101,福雷電,DR,存託憑證
9102,東亞科,DR,存託憑證
9103,美德醫療-DR,DR,存託憑證
910322,康師傅-DR,DR,存託憑證
9104,萬宇科,DR,存託憑證
910482,聖馬丁-DR,DR,存託憑證
9105,泰金寶-DR,DR,存託憑證
910579,歐聖,DR,存託憑證
9106,新焦點-DR,DR,存託憑證
910708,恒大健-DR,DR,存託憑證
910801,金衛-DR,DR,存託憑證
910861,神州-DR,DR,存託憑證
910948,融達,DR,存託憑證
9110,越南控-DR,DR,存託憑證
911201,僑威控,DR,存託憑證
911602,華豐泰,DR,存託憑證
911606,超級,DR,存託憑證
911608,明輝-DR,DR,存託憑證
911609,揚子江,DR,存託憑證
911610,聯環,DR,存託憑證
911611,中泰山-DR,DR,存託憑證
911612,滬安,DR,存託憑證
911616,杜康-DR,DR,存託憑證
911619,耀傑-DR,DR,存託憑證
911622,泰聚亨-DR,DR,存託憑證
911626,MSH-DR,DR,存託憑證
911868,同方友友-DR,DR,存託憑證
912000,晨訊科-DR,DR,存託憑證
912398,友佳-DR,DR,存託憑證
9136,巨騰-DR,DR,存託憑證
913889,大成糖,DR,存託憑證
9151,旺旺,DR,存託憑證
9157,陽光能源-DR,DR,存託憑證
916665,爾必達,DR,存託憑證
9188,精熙-DR,DR,存託憑證
9801,力霸,COMMON_STOCK,貿易百貨
9802,鈺齊-KY,COMMON_STOCK,其他
9902,台火,COMMON_STOCK,其他
9904,寶成,COMMON_STOCK,其他
9905,大華,COMMON_STOCK,其他
9906,欣巴巴,COMMON_STOCK,建材營造
9908,大台北,COMMON_STOCK,油電燃氣
9910,豐泰,COMMON_STOCK,其他
9911,櫻花,COMMON_STOCK,其他
9912,偉聯,COMMON_STOCK,平面顯示器
9914,美利達,COMMON_STOCK,電動車輛產業
9915,億豐,COMMON_STOCK,其他
9917,中保科,COMMON_STOCK,食品
9918,欣天然,COMMON_STOCK,油電燃氣
9919,康那香,COMMON_STOCK,醫療器材
9921,巨大,COMMON_STOCK,休閒娛樂
9922,優美,COMMON_STOCK,其他
9924,福興,COMMON_STOCK,鋼鐵
9925,新保,COMMON_STOCK,其他
9926,新海,COMMON_STOCK,油電燃氣
9927,泰銘,COMMON_STOCK,其他
9929,秋雨,COMMON_STOCK,其他
9930,中聯資源,COMMON_STOCK,其他
9931,欣高,COMMON_STOCK,油電燃氣
9933,中鼎,COMMON_STOCK,汽電共生
9934,成霖,COMMON_STOCK,其他
9935,慶豐富,COMMON_STOCK,其他
9937,全國,COMMON_STOCK,油電燃氣
9938,百和,COMMON_STOCK,其他
9939,宏全,COMMON_STOCK,石化及塑橡膠
9940,信義,COMMON_STOCK,其他
9941,裕融,COMMON_STOCK,其他
9942,茂順,COMMON_STOCK,汽車
9943,好樂迪,COMMON_STOCK,休閒娛樂
9945,潤泰新,COMMON_STOCK,建材營造
9946,三發地產,COMMON_STOCK,貿易百貨
9955,佳龍,COMMON_STOCK,其他
9958,世紀鋼,COMMON_STOCK,風力發電
Automobile,汽車類指數,INDEX_BENCHMARK,Index
BiotechnologyMedicalCare,生技醫療類指數,INDEX_BENCHMARK,Index
BuildingMaterialConstruction,建材營造類指數,INDEX_BENCHMARK,Index
Cement,水泥類指數,INDEX_BENCHMARK,Index
Chemical,化學類指數,INDEX_BENCHMARK,Index
ChemicalBiotechnologyMedicalCare,化學生技醫療類指數,INDEX_BENCHMARK,Index
CommunicationsInternet,通信網路類指數,INDEX_BENCHMARK,Index
ComputerPeripheralEquipment,電腦及週邊設備類指數,INDEX_BENCHMARK,Index
ElectricMachinery,電機機械類指數,INDEX_BENCHMARK,Index
ElectricalCable,電器電纜類指數,INDEX_BENCHMARK,Index
Electronic,電子類指數,INDEX_BENCHMARK,Index
ElectronicPartsComponents,電子零組件類指數,INDEX_BENCHMARK,Index
ElectronicProductsDistribution,電子通路類指數,INDEX_BENCHMARK,Index
FinancialInsurance,金融保險類指數,INDEX_BENCHMARK,Index
Food,食品類指數,INDEX_BENCHMARK,Index
GlassCeramic,玻璃陶瓷類指數,INDEX_BENCHMARK,Index
InformationService,資訊服務類指數,INDEX_BENCHMARK,Index
IronSteel,鋼鐵類指數,INDEX_BENCHMARK,Index
OilGasElectricity,油電燃氣類指數,INDEX_BENCHMARK,Index
Optoelectronic,光電類指數,INDEX_BENCHMARK,Index
Other,其他類指數,INDEX_BENCHMARK,Index
OtherElectronic,其他電子類指數,INDEX_BENCHMARK,Index
PaperPulp,造紙類指數,INDEX_BENCHMARK,Index
Plastics,塑膠類指數,INDEX_BENCHMARK,Index
Rubber,橡膠類指數,INDEX_BENCHMARK,Index
Semiconductor,半導體類指數,INDEX_BENCHMARK,Index
ShippingTransportation,航運業類指數,INDEX_BENCHMARK,Index
TAIEX,加權指數,INDEX_BENCHMARK,大盤
Textiles,紡織纖維類指數,INDEX_BENCHMARK,Index
Tourism,觀光事業類指數,INDEX_BENCHMARK,Index
TradingConsumersGoods,貿易百貨類指數,INDEX_BENCHMARK,Index
7821,神數,COMMON_STOCK,汽車
00997A,主動群益美國增長,ETF,ETF
